State,District,Market,Commodity,Variety,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Date
Rajasthan,Jaipur,Jaipur,Bajra,Local,109,2216,2688,2441,18-04-2025
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,122,2161,2585,2366,18-04-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,1149,1871,2292,2100,18-04-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,164,9514,11510,10154,18-04-2025
Karnataka,Mysore,Mysore,Chickpea,Local,729,5068,6336,5750,18-04-2025
Karnataka,Mysore,Mysore,Rice,Local,744,1987,2512,2232,18-04-2025
Karnataka,Bangalore,Bangalore,Maize,Local,847,2072,2431,2207,18-04-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,897,1746,2038,1936,18-04-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,669,2011,2446,2243,18-04-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,126,1895,2302,2124,18-04-2025
West Bengal,Kolkata,Kolkata,Rice,Local,365,2057,2487,2198,18-04-2025
West Bengal,Hooghly,Hooghly,Potato,Local,685,991,1223,1084,18-04-2025
Bihar,Patna,Patna,Wheat,Local,321,2198,2582,2324,18-04-2025
Bihar,Patna,Patna,Rice,Local,1119,2020,2467,2214,18-04-2025
Maharashtra,Solapur,Solapur,Cotton,Local,1399,6544,7357,6945,25-04-2025
Maharashtra,Nagpur,Nagpur,Wheat,Local,479,2205,2583,2396,25-04-2025
Maharashtra,Solapur,Solapur,Onion,Local,953,1742,2124,1935,25-04-2025
Uttar Pradesh,Meerut,Meerut,Wheat,Local,1196,1998,2557,2250,25-04-2025
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,605,986,1181,1074,25-04-2025
Uttar Pradesh,Agra,Agra,Onion,Local,400,1829,2152,1953,25-04-2025
Punjab,Amritsar,Amritsar,Maize,Local,1433,1994,2376,2257,25-04-2025
Punjab,Bathinda,Bathinda,Cotton,Local,416,6143,7565,6951,25-04-2025
Punjab,Amritsar,Amritsar,Rice,Local,1423,2167,2700,2403,25-04-2025
Haryana,Hisar,Hisar,Rice,Local,249,2135,2538,2281,25-04-2025
Haryana,Karnal,Karnal,Maize,Local,1013,2030,2455,2194,25-04-2025
Haryana,Hisar,Hisar,Wheat,Local,578,2264,2876,2544,25-04-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,111,4518,5233,4797,25-04-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,399,2110,2546,2333,25-04-2025
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,260,5233,6023,5674,25-04-2025
Gujarat,Rajkot,Rajkot,Maize,Local,994,1942,2363,2194,25-04-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,375,5826,6964,6497,25-04-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,1260,6241,7756,6905,25-04-2025
Rajasthan,Kota,Kota,Chickpea,Local,209,5048,6248,5631,25-04-2025
Rajasthan,Kota,Kota,Soybean,Local,1262,4508,5359,4899,25-04-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,410,2163,2646,2354,25-04-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,720,2023,2467,2195,25-04-2025
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,334,2048,2477,2316,25-04-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,350,9721,11040,10514,25-04-2025
Karnataka,Mysore,Mysore,Maize,Local,1445,1993,2311,2165,25-04-2025
Karnataka,Hubli,Hubli,Rice,Local,940,2128,2528,2275,25-04-2025
Karnataka,Hubli,Hubli,Chickpea,Local,66,5376,6291,5946,25-04-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,158,1732,2216,1959,25-04-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,627,2019,2331,2154,25-04-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,701,2040,2384,2196,25-04-2025
West Bengal,Kolkata,Kolkata,Potato,Local,1022,999,1207,1088,25-04-2025
West Bengal,Kolkata,Kolkata,Rice,Local,904,1944,2428,2143,25-04-2025
Bihar,Gaya,Gaya,Rice,Local,1046,1868,2220,2111,25-04-2025
Bihar,Gaya,Gaya,Wheat,Local,901,2092,2499,2352,25-04-2025
Maharashtra,Nashik,Lasalgaon,Jowar,Local,777,3000,3562,3266,25-05-2025
Maharashtra,Solapur,Solapur,Soybean,Local,534,4304,5142,4666,25-05-2025
Maharashtra,Pune,Pune,Tomato,Local,801,1998,2417,2199,25-05-2025
Uttar Pradesh,Lucknow,Lucknow,Wheat,Local,213,2047,2528,2224,25-05-2025
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,622,2853,3508,3112,25-05-2025
Uttar Pradesh,Varanasi,Varanasi,Potato,Local,552,950,1145,1036,25-05-2025
Punjab,Bathinda,Bathinda,Wheat,Local,72,2294,2671,2432,25-05-2025
Punjab,Bathinda,Bathinda,Maize,Local,728,2074,2421,2198,25-05-2025
Punjab,Amritsar,Amritsar,Rice,Local,393,2189,2485,2308,25-05-2025
Haryana,Rohtak,Rohtak,Maize,Local,155,1925,2245,2108,25-05-2025
Haryana,Hisar,Hisar,Rice,Local,637,2251,2658,2403,25-05-2025
Haryana,Hisar,Hisar,Cotton,Local,619,6167,7590,6737,25-05-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,407,2058,2476,2336,25-05-2025
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,1485,4219,4963,4657,25-05-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,752,5043,6075,5388,25-05-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,1403,5865,6998,6453,25-05-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,756,1945,2403,2181,25-05-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,393,6448,7330,6912,25-05-2025
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,528,5147,6163,5439,25-05-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,1136,2112,2499,2328,25-05-2025
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,1439,4218,4868,4464,25-05-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,934,9268,11388,10024,25-05-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,596,2181,2506,2320,25-05-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1432,1915,2269,2079,25-05-2025
Karnataka,Hubli,Hubli,Maize,Local,691,1990,2445,2146,25-05-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,892,4704,5642,5342,25-05-2025
Karnataka,Mysore,Mysore,Tomato,Local,630,2025,2360,2182,25-05-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,494,1964,2452,2222,25-05-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,1288,1575,1797,1694,25-05-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,428,1921,2281,2058,25-05-2025
West Bengal,Hooghly,Hooghly,Rice,Local,978,1964,2240,2120,25-05-2025
West Bengal,Hooghly,Hooghly,Potato,Local,712,971,1161,1046,25-05-2025
Bihar,Gaya,Gaya,Wheat,Local,173,1912,2346,2162,25-05-2025
Bihar,Patna,Patna,Rice,Local,1057,1987,2409,2211,25-05-2025
Maharashtra,Solapur,Solapur,Jowar,Local,1307,2786,3305,3035,24-06-2025
Maharashtra,Pune,Pune,Soybean,Local,121,4015,4731,4408,24-06-2025
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,88,1775,2136,1907,24-06-2025
Uttar Pradesh,Meerut,Meerut,Rice,Local,851,1887,2337,2100,24-06-2025
Uttar Pradesh,Varanasi,Varanasi,Wheat,Local,1029,1851,2229,1991,24-06-2025
Uttar Pradesh,Meerut,Meerut,Sugarcane,Local,193,2795,3372,3002,24-06-2025
Punjab,Patiala,Patiala,Rice,Local,1211,2159,2518,2303,24-06-2025
Punjab,Amritsar,Amritsar,Wheat,Local,1375,1976,2314,2193,24-06-2025
Punjab,Patiala,Patiala,Cotton,Local,991,6348,7299,6755,24-06-2025
Haryana,Karnal,Karnal,Cotton,Local,848,6499,7556,7016,24-06-2025
Haryana,Hisar,Hisar,Wheat,Local,1345,2014,2353,2225,24-06-2025
Haryana,Karnal,Karnal,Maize,Local,1264,1902,2282,2138,24-06-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,970,4140,4900,4475,24-06-2025
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,137,4410,5592,4989,24-06-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,988,1902,2255,2031,24-06-2025
Gujarat,Surat,Surat,Maize,Local,1015,1763,2197,1981,24-06-2025
Gujarat,Surat,Surat,Groundnut,Local,402,5438,6214,5853,24-06-2025
Gujarat,Surat,Surat,Cotton,Local,984,5763,7169,6393,24-06-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,1310,1926,2376,2170,24-06-2025
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,1439,3812,4606,4263,24-06-2025
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,331,2200,2556,2320,24-06-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,900,1873,2240,2108,24-06-2025
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,1241,8599,10198,9360,24-06-2025
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,820,1849,2188,1977,24-06-2025
Karnataka,Hubli,Hubli,Tomato,Local,1384,1676,1987,1878,24-06-2025
Karnataka,Hubli,Hubli,Maize,Local,1024,1928,2381,2121,24-06-2025
Karnataka,Mysore,Mysore,Rice,Local,972,1863,2249,2093,24-06-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,230,1963,2332,2110,24-06-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,1192,1435,1733,1593,24-06-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1317,1848,2216,1947,24-06-2025
West Bengal,Kolkata,Kolkata,Rice,Local,446,1940,2252,2095,24-06-2025
West Bengal,Hooghly,Hooghly,Potato,Local,1021,923,1131,995,24-06-2025
Bihar,Patna,Patna,Wheat,Local,633,1817,2280,2058,24-06-2025
Bihar,Patna,Patna,Rice,Local,978,1824,2266,2019,24-06-2025
Maharashtra,Nashik,Lasalgaon,Wheat,Local,195,1831,2276,2076,01-07-2025
Maharashtra,Solapur,Solapur,Potato,Local,457,947,1110,1028,01-07-2025
Maharashtra,Nashik,Lasalgaon,Soybean,Local,717,4081,5063,4520,01-07-2025
Uttar Pradesh,Varanasi,Varanasi,Wheat,Local,200,1802,2279,2016,01-07-2025
Uttar Pradesh,Meerut,Meerut,Rice,Local,492,1806,2226,2044,01-07-2025
Uttar Pradesh,Kanpur,Kanpur,Potato,Local,447,868,1017,957,01-07-2025
Punjab,Amritsar,Amritsar,Maize,Local,329,1869,2124,2013,01-07-2025
Punjab,Ludhiana,Ludhiana,Wheat,Local,753,2040,2383,2237,01-07-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,1356,2070,2516,2244,01-07-2025
Haryana,Hisar,Hisar,Cotton,Local,1261,6230,7765,6814,01-07-2025
Haryana,Karnal,Karnal,Wheat,Local,555,1991,2469,2213,01-07-2025
Haryana,Karnal,Karnal,Rice,Local,1261,1957,2403,2126,01-07-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,1082,4651,5756,5269,01-07-2025
Madhya Pradesh,Indore,Indore,Wheat,Local,1476,1850,2288,2038,01-07-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,75,3826,4694,4266,01-07-2025
Gujarat,Surat,Surat,Groundnut,Local,1032,5415,6192,5852,01-07-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1245,1843,2235,1983,01-07-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,1490,6154,7165,6744,01-07-2025
Rajasthan,Kota,Kota,Wheat,Local,838,1853,2329,2105,01-07-2025
Rajasthan,Kota,Kota,Chickpea,Local,602,4462,5504,5057,01-07-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,1452,4113,5025,4481,01-07-2025
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,155,8432,9674,8935,01-07-2025
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,800,1803,2082,1976,01-07-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,469,1968,2331,2118,01-07-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,1489,4930,5915,5292,01-07-2025
Karnataka,Hubli,Hubli,Tomato,Local,597,1798,2079,1927,01-07-2025
Karnataka,Mysore,Mysore,Rice,Local,757,1928,2263,2144,01-07-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,648,1844,2183,1988,01-07-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,184,1938,2351,2071,01-07-2025
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,416,1410,1634,1546,01-07-2025
West Bengal,Kolkata,Kolkata,Rice,Local,358,1736,2079,1955,01-07-2025
West Bengal,Burdwan,Burdwan,Potato,Local,1447,880,1025,952,01-07-2025
Bihar,Patna,Patna,Wheat,Local,647,1788,2175,1963,01-07-2025
Bihar,Gaya,Gaya,Rice,Local,1114,1806,2055,1919,01-07-2025
Maharashtra,Aurangabad,Aurangabad,Turmeric,Local,1173,8425,9980,9092,15-07-2025
Maharashtra,Nashik,Lasalgaon,Chickpea,Local,677,4840,5952,5263,15-07-2025
Maharashtra,Amravati,Amravati,Potato,Local,640,925,1119,1033,15-07-2025
Uttar Pradesh,Meerut,Meerut,Wheat,Local,379,1889,2206,1995,15-07-2025
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,1468,1892,2245,1995,15-07-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,1226,2587,3319,2913,15-07-2025
Punjab,Patiala,Patiala,Cotton,Local,699,5994,6866,6520,15-07-2025
Punjab,Patiala,Patiala,Rice,Local,1142,1928,2406,2115,15-07-2025
Punjab,Bathinda,Bathinda,Maize,Local,347,1774,2281,2012,15-07-2025
Haryana,Rohtak,Rohtak,Maize,Local,1375,1958,2336,2132,15-07-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1224,1999,2411,2120,15-07-2025
Haryana,Hisar,Hisar,Rice,Local,955,1926,2371,2095,15-07-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,680,4659,5757,5236,15-07-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,239,1911,2218,2035,15-07-2025
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,504,3820,4553,4130,15-07-2025
Gujarat,Surat,Surat,Groundnut,Local,228,5437,6626,5967,15-07-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1097,1827,2206,1998,15-07-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,925,6073,7134,6709,15-07-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,1198,4556,5732,5037,15-07-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,901,1907,2260,2024,15-07-2025
Rajasthan,Kota,Kota,Bajra,Local,918,2121,2576,2265,15-07-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,1125,1747,2207,1938,15-07-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,231,1913,2258,2020,15-07-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,1188,8363,9632,8859,15-07-2025
Karnataka,Hubli,Hubli,Maize,Local,668,1863,2264,2069,15-07-2025
Karnataka,Bangalore,Bangalore,Tomato,Local,104,1709,2029,1859,15-07-2025
Karnataka,Mysore,Mysore,Chickpea,Local,1353,4582,5632,5085,15-07-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,108,1885,2214,1998,15-07-2025
Tamil Nadu,Madurai,Madurai,Maize,Local,1276,1826,2271,1997,15-07-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,578,1355,1615,1483,15-07-2025
West Bengal,Kolkata,Kolkata,Potato,Local,581,876,990,941,15-07-2025
West Bengal,Kolkata,Kolkata,Rice,Local,1469,1800,2207,2022,15-07-2025
Bihar,Patna,Patna,Rice,Local,779,1735,2123,1917,15-07-2025
Bihar,Patna,Patna,Wheat,Local,1102,1792,2216,1954,15-07-2025
Maharashtra,Nagpur,Nagpur,Onion,Local,666,1507,1786,1607,29-07-2025
Maharashtra,Nagpur,Nagpur,Soybean,Local,1237,4199,4789,4524,29-07-2025
Maharashtra,Amravati,Amravati,Chickpea,Local,813,4773,5942,5418,29-07-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,1080,2759,3310,3095,29-07-2025
Uttar Pradesh,Meerut,Meerut,Onion,Local,1462,1425,1676,1523,29-07-2025
Uttar Pradesh,Varanasi,Varanasi,Rice,Local,283,1940,2322,2086,29-07-2025
Punjab,Patiala,Patiala,Cotton,Local,688,6480,7499,6860,29-07-2025
Punjab,Patiala,Patiala,Wheat,Local,1121,1925,2406,2113,29-07-2025
Punjab,Ludhiana,Ludhiana,Maize,Local,292,1821,2256,2020,29-07-2025
Haryana,Hisar,Hisar,Cotton,Local,210,6063,7188,6725,29-07-2025
Haryana,Hisar,Hisar,Maize,Local,1041,1950,2205,2086,29-07-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1101,1843,2328,2076,29-07-2025
Madhya Pradesh,Indore,Indore,Wheat,Local,71,1870,2281,2118,29-07-2025
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,459,4136,4679,4379,29-07-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,618,4536,5468,5143,29-07-2025
Gujarat,Surat,Surat,Cotton,Local,78,5750,7303,6499,29-07-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1150,5194,6252,5814,29-07-2025
Gujarat,Surat,Surat,Maize,Local,1082,1855,2236,2091,29-07-2025
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,776,4831,5439,5101,29-07-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,693,1886,2237,2059,29-07-2025
Rajasthan,Kota,Kota,Bajra,Local,789,2106,2515,2298,29-07-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1279,1748,2117,1968,29-07-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,1184,1955,2246,2061,29-07-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,192,8246,9362,8774,29-07-2025
Karnataka,Hubli,Hubli,Chickpea,Local,947,4973,5761,5438,29-07-2025
Karnataka,Hubli,Hubli,Tomato,Local,870,1695,2033,1913,29-07-2025
Karnataka,Bangalore,Bangalore,Rice,Local,395,1889,2413,2129,29-07-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,526,1792,2073,1908,29-07-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,1241,1878,2326,2088,29-07-2025
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,869,1377,1631,1472,29-07-2025
West Bengal,Kolkata,Kolkata,Potato,Local,981,904,1049,987,29-07-2025
West Bengal,Kolkata,Kolkata,Rice,Local,325,1781,2086,1948,29-07-2025
Bihar,Gaya,Gaya,Wheat,Local,416,1866,2147,2040,29-07-2025
Bihar,Patna,Patna,Rice,Local,1326,1810,2160,2005,29-07-2025
Maharashtra,Latur,Latur,Potato,Local,585,924,1091,997,05-08-2025
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,114,1813,2119,1928,05-08-2025
Maharashtra,Aurangabad,Aurangabad,Turmeric,Local,820,8422,10339,9481,05-08-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,1496,2729,3301,2947,05-08-2025
Uttar Pradesh,Agra,Agra,Wheat,Local,1048,1785,2237,2007,05-08-2025
Uttar Pradesh,Meerut,Meerut,Onion,Local,1154,1396,1679,1527,05-08-2025
Punjab,Patiala,Patiala,Cotton,Local,823,6010,7249,6623,05-08-2025
Punjab,Amritsar,Amritsar,Rice,Local,1259,1980,2322,2200,05-08-2025
Punjab,Amritsar,Amritsar,Wheat,Local,1245,1892,2346,2089,05-08-2025
Haryana,Rohtak,Rohtak,Maize,Local,165,1920,2198,2022,05-08-2025
Haryana,Rohtak,Rohtak,Cotton,Local,223,5757,6923,6422,05-08-2025
Haryana,Rohtak,Rohtak,Wheat,Local,90,1855,2223,2058,05-08-2025
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,912,3903,4704,4291,05-08-2025
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,698,1781,2052,1951,05-08-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,1050,4606,5403,5103,05-08-2025
Gujarat,Surat,Surat,Maize,Local,391,1867,2212,1993,05-08-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1351,5490,6187,5792,05-08-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,147,6059,7105,6604,05-08-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,609,4800,5754,5215,05-08-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,761,2102,2495,2292,05-08-2025
Rajasthan,Kota,Kota,Soybean,Local,936,3905,4863,4333,05-08-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,1425,8041,9822,8959,05-08-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,432,1696,2142,1924,05-08-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,1007,1918,2328,2071,05-08-2025
Karnataka,Hubli,Hubli,Rice,Local,358,1897,2228,2095,05-08-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,702,4782,5780,5307,05-08-2025
Karnataka,Hubli,Hubli,Tomato,Local,637,1835,2099,1954,05-08-2025
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,552,1788,2149,2014,05-08-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,1374,1773,2101,1929,05-08-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,618,1347,1577,1498,05-08-2025
West Bengal,Hooghly,Hooghly,Rice,Local,221,1885,2169,2062,05-08-2025
West Bengal,Hooghly,Hooghly,Potato,Local,883,912,1096,969,05-08-2025
Bihar,Patna,Patna,Wheat,Local,279,1895,2164,2036,05-08-2025
Bihar,Gaya,Gaya,Rice,Local,1125,1849,2238,1971,05-08-2025
Maharashtra,Amravati,Amravati,Onion,Local,848,1472,1836,1632,19-08-2025
Maharashtra,Pune,Pune,Sugarcane,Local,345,2908,3530,3244,19-08-2025
Maharashtra,Amravati,Amravati,Turmeric,Local,570,8495,9765,8962,19-08-2025
Uttar Pradesh,Varanasi,Varanasi,Onion,Local,1167,1415,1615,1523,19-08-2025
Uttar Pradesh,Kanpur,Kanpur,Wheat,Local,346,1798,2154,2004,19-08-2025
Uttar Pradesh,Meerut,Meerut,Rice,Local,1371,1816,2161,2005,19-08-2025
Punjab,Bathinda,Bathinda,Wheat,Local,1181,2044,2342,2186,19-08-2025
Punjab,Amritsar,Amritsar,Maize,Local,1453,1915,2189,2022,19-08-2025
Punjab,Bathinda,Bathinda,Cotton,Local,66,5951,7234,6638,19-08-2025
Haryana,Hisar,Hisar,Maize,Local,378,1963,2266,2104,19-08-2025
Haryana,Karnal,Karnal,Cotton,Local,882,6238,7413,6625,19-08-2025
Haryana,Hisar,Hisar,Wheat,Local,1056,1854,2346,2094,19-08-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,378,4859,5801,5162,19-08-2025
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,1171,3836,4682,4240,19-08-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,1363,1782,2132,2021,19-08-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1229,1711,2062,1914,19-08-2025
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,1379,5590,6940,6229,19-08-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,704,5614,6784,6050,19-08-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,627,4667,5654,5028,19-08-2025
Rajasthan,Kota,Kota,Soybean,Local,822,3748,4491,4138,19-08-2025
Rajasthan,Kota,Kota,Bajra,Local,1375,2110,2527,2230,19-08-2025
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,395,8369,10422,9363,19-08-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,232,1870,2206,2055,19-08-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,1126,1768,2021,1922,19-08-2025
Karnataka,Mysore,Mysore,Rice,Local,595,1886,2164,2028,19-08-2025
Karnataka,Hubli,Hubli,Chickpea,Local,473,4835,5806,5332,19-08-2025
Karnataka,Mysore,Mysore,Maize,Local,437,1827,2173,1948,19-08-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,973,1852,2092,1953,19-08-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,71,1776,2089,1914,19-08-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,1456,1345,1657,1490,19-08-2025
West Bengal,Kolkata,Kolkata,Potato,Local,170,879,1036,979,19-08-2025
West Bengal,Burdwan,Burdwan,Rice,Local,1291,1759,2220,1962,19-08-2025
Bihar,Gaya,Gaya,Wheat,Local,858,1780,2077,1928,19-08-2025
Bihar,Gaya,Gaya,Rice,Local,417,1800,2013,1910,19-08-2025
Maharashtra,Aurangabad,Aurangabad,Potato,Local,1136,987,1197,1110,02-09-2025
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,311,1839,2183,2071,02-09-2025
Maharashtra,Nagpur,Nagpur,Chickpea,Local,930,5318,6332,5667,02-09-2025
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,1056,951,1088,1009,02-09-2025
Uttar Pradesh,Agra,Agra,Onion,Local,951,1524,1786,1613,02-09-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1013,2633,3177,2979,02-09-2025
Punjab,Bathinda,Bathinda,Rice,Local,133,2121,2531,2233,02-09-2025
Punjab,Amritsar,Amritsar,Maize,Local,1059,1967,2314,2116,02-09-2025
Punjab,Ludhiana,Ludhiana,Cotton,Local,241,6668,7522,7089,02-09-2025
Haryana,Rohtak,Rohtak,Maize,Local,1408,2027,2380,2162,02-09-2025
Haryana,Karnal,Karnal,Wheat,Local,1218,2086,2307,2196,02-09-2025
Haryana,Karnal,Karnal,Rice,Local,1436,1955,2471,2208,02-09-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,1259,4158,4865,4482,02-09-2025
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,1499,1957,2323,2197,02-09-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,61,4988,5813,5268,02-09-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1215,6038,7193,6356,02-09-2025
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,711,5782,7251,6545,02-09-2025
Gujarat,Rajkot,Rajkot,Maize,Local,239,1946,2340,2119,02-09-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,476,4354,4898,4629,02-09-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,1389,2140,2611,2356,02-09-2025
Rajasthan,Kota,Kota,Chickpea,Local,685,4735,5639,5179,02-09-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,1052,8945,10451,9534,02-09-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,916,2032,2449,2225,02-09-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,939,1967,2321,2100,02-09-2025
Karnataka,Hubli,Hubli,Rice,Local,1376,2069,2424,2182,02-09-2025
Karnataka,Hubli,Hubli,Tomato,Local,1375,2029,2356,2147,02-09-2025
Karnataka,Mysore,Mysore,Chickpea,Local,1028,4809,5569,5268,02-09-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,147,1992,2339,2173,02-09-2025
